,date,lat_and_long,GTOA_Protocol,Boat_Type,Boat_Length,Towing_Inflatable,Trailing_Fishing_Lure,Physical_Contact_With_Boat,Number_of_Adult_Orcas,Number_of_Juvenile_Orcas,Number_of_Uncertain_Age_Orcas,Rudder,Motoring_or_Sailing,Speed_Knots,Sea_State,Wind_Speed_Beaufort,Daylight_or_Darkness,Cloud_Cover,Distance_Off_Land_NM,Depth_Meters,Depth_Gauge,Autopilot,Hull_Topsides_Color,Antifoul_Color,Boat_Damaged,Tow_Required,Crew_Response,Orcas_Behaviour
85,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
86,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
87,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
88,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
89,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
90,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
91,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
92,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
93,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
94,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
95,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
96,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
97,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
98,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
99,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
100,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
101,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
102,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
103,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
104,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
105,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
106,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
107,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
108,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
109,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
110,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
111,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
112,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
113,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
114,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
115,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
116,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
117,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
118,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
119,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
120,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
121,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
122,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
123,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
124,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
125,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
126,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
127,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
128,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
129,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
130,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
131,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
132,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
133,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
134,2022-07-22 15:20:00,"36 8.0000 N, 6 1.0000 W","No, did not follow protocol, interaction lasted less than 10 minutes",Motor,Over 15m,Not towing,No,Yes,1,2,0,Twin rudder,Motoring,8 - 11,Calm,0 - 2 (0 - 6 knots),Day,25 - 50%,2 - 5,20 - 40m,On,On,White/light,Black,No,No,Orcas appeared off our starboard bow came round the rear of the boat and targeted the rudders. Felt the impact when they hit. Can not see damage at the minute but will check in port. We were cruising at about 8-9kts. Accelerated to our top speed of 22kts and out run them.,Aggressive targeting of the rudders.
